KOST_ID,FUNCTION,FR_STATUS,SOURCE_REFERENCE,FULL_TEXT_RECOVERABLE,CORRECT_ANSWER_RECOVERABLE,IMPORT_ELIGIBLE,BLOCKER
Q-7.4-007,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 100 (""Procédures de stockage et de chargement"", DGR 9.2.1), cross-checked against slides 97–99 (general stora",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-008,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 108 (DGR 9.3.2.1, Table 9.3.A and its own scope note), cross-checked against slides 105–106 (separation princ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-009,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 109 (DGR 9.3.1). Corroborated directly by Exam Q10: ""Les colis portant la mention 'Cargo Aircraft Only' doive",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-010,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 119 (DGR 9.3.13, live-animal separation from cryogenic liquids/dry ice). No direct exam/ practice hit found f",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-011,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 130 (radioactive separation by transport index), cross-checked against slides 104 and 125–129 (TI definition ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-012,7.4,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.3(a),YES,YES,YES,
Q-7.4-013,7.4,PARTIALLY CONFIRMED,"§9.5.1.1, §9.5.1.1.7",YES,YES,NO,"status is PARTIALLY CONFIRMED, not FROZEN"
Q-7.4-014,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 150 (DGR 9.6.1). Per blueprint binding caveat 5, this item is dual-tagged to both 7.1 (accidents) and 7.2 (in",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-015,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 149 (DGR 9.6.2). No direct exam/practice hit for this specific baggage/person-scope-extension fact; Exam Q15 ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-016,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 152 (""Compte rendu accidents et incidents"", Algeria/ANAC-specific reporting line), slide 151 (DGR 9.6.5 headi",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-017,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 48 (DGR 2.2, ""MD cachée"" definition), cross-checked against slides 36 and 43–44 for the distractor categories",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-018,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 51 (prevention recommendations list), cross-checked against slides 48–49. No direct exam/ practice hit for th",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-019,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 50 (DGR 2.2.4, AOG parts examples), cross-checked against slides 44 and 48. Corroborated at a topic level by ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-020,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 51. This item is deliberately built to test the same list as Q-7.4-018 (0.2.1) but keyed to the one loading-s",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-021,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 101, first paragraph (package/overpack-level inspection, stated to occur before loading into an avion **or** ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-022,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 101, second paragraph — deliberately distinguished from Q-7.4-021 (same slide, first paragraph): this item te",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-023,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 102, first paragraph (post-flight unloading inspection duty) — deliberately distinguished from Q-7.4-021/022 ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-024,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 103, read directly after slide 102's unloading-discovery paragraph. **Attribution note (interpretive judgment",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-025,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 102, second paragraph — deliberately kept separate from Q-7.4-023 (6.3.3, same slide's first paragraph): this",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-026,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 30 (DGR 1.2.1). Corroborated at a topic level by Practice Q2 (this function's own scope-boundary question — t",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-027,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slides 31–33 (danger/ risque definitions and worked flammable-liquid example). No direct exam/ practice hit for thi",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-028,7.4,STALE CITATION / SOURCE CONFLICT,"§2.5.1, §2.5.2, §2.5.1.1",YES,YES,NO,"status is STALE CITATION / SOURCE CONFLICT, not FROZEN"
Q-7.4-029,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 54 (DGR 1.4), cross-checked against slide 53 (DGR 1.3, shipper duties). Directly corroborated by Exam Q6 (a r",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-030,7.4,FROZEN FR / SOURCE VERIFIED,"§2.8.3.1, §2.8.3",YES,YES,YES,
Q-7.4-031,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 72 (DGR 3.0.3). Corroborated directly by Exam Q7 (matches degrees of danger — grand/moyen/ mineur — to packin",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-032,7.4,FROZEN FR / SOURCE VERIFIED,"§6.0.4.2.1(c), §6.0.4.2.1(b), §6.0.4.2.1(f), §6.0.4.2.1(g)",YES,YES,YES,
Q-7.4-033,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 145 (4-step initial response), cross-checked against slide 146 (5-step body-contact response — used only as t",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-034,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slides 106 and 110 (DGR 9.3.2.1), the same two passing mentions of ""risques primaires ou subsidiaires"" already iden",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-035,7.4,FROZEN FR / SOURCE VERIFIED,"§9.5.1.1.1(a), §9.5.1.1",YES,YES,YES,
Q-7.4-036,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 49 (DGR 2.2.4, COMAT examples), cross-checked against slides 43–44 and 50 for the distractor categories. This",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-037,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 112 (ULD exterior identification requirements), cross-checked against slide 114 (DGR 9.3.8.2) for the second ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-038,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 114 (DGR 9.3.8.2, red-hatched-border label dimension), cross-checked against slide 112 (the same ULD-identifi",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-039,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 112. This is the third and last item drawn from 4.2.4's ceiling (3); 4.2.4 is now fully drawn and should rece",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-040,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 15 (DGR 1.0 definition), cross-checked against slides 13–14 (article/substance distinction) and slide 16 (""po",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-041,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 28 (DGR B.2.2.4, IATA Cargo IMP code appendix example), cross-checked against slides 26–27 (DGR structure, an",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-042,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 55 (DGR 1.5, training obligations). Distinct from Q-7.4-029 (same general 0.3.1 evidence range, slides 53–55,",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-043,7.4,PARTIALLY CONFIRMED,"§2.8.1, §2.8.1.1.2",YES,YES,NO,"status is PARTIALLY CONFIRMED, not FROZEN"
Q-7.4-044,7.4,FROZEN FR / SOURCE VERIFIED,§3.9.2.6.0,YES,YES,YES,
Q-7.4-045,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 66 (DGR 3.0.2, Class 5 divisions), cross-checked against slides 65 and 67 for the distractor categories, and ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-046,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 89. Distinct from Q-7.4-032 (same general 0.5.1 evidence range, slides 89–93, but tests a different fact — de",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-047,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slides 147–148 (contaminated cargo/baggage procedure). Distinct from Q-7.4-033 (same general 0.6.1 evidence range, ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-048,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 143. This is the first and only item drawn from 0.6.2's ceiling (1); 0.6.2 is now fully drawn at its maximum ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-049,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slides 117–118 (liquid DG package orientation rule). Distinct from Q-7.4-010 (same general 4.2.3 evidence range, p.",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-050,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 127 (TI definition and determination method). Distinct from Q-7.4-011 (same general 6.1.4 radioactive-separat",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-051,7.4,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.4 course, slide 130, the same slide already used for Q-7.4-011 (Category I-White TI=0, and the II-Jaune/III-Jaune passenger-c",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.4-052,7.4,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.6,YES,YES,YES,
Q-7.4-053,7.4,FROZEN FR / SOURCE VERIFIED,"§9.5.1.1.3.4, §2.6.1), Tableau 9.5.A",YES,YES,YES,
Q-7.5-001,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 18 (""Généralités"", ""Pourquoi Réglementer?""). Note: this slide names **five** accidents (also including Pan Am",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-002,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slides 19–22 (""Cadre juridique"", DGR 1.1, SCoETDG→AIEA→OACI→IATA hierarchy). Corroborated at a topic level by Exam ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-003,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 53 (DGR 2.2.4, COMAT example), cross-checked against slide 54 (AOG parts/automobiles/ dental equipment/etc.) ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-004,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slides 55–58 (DGR 2.2.4, ""Comment reconnaître les MD cachées?"" sequence), cross-checked against slide 61 (exercise:",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-005,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 43 (DGR 2.3.A), cross-checked against slide 47 (DGR 2.5 operator-property exemptions) and Exam Q10 (medical-o",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-006,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 44 (DGR 2.3), cross-checked against slide 49 (""Dispositions relatives aux passagers"" — ""Les DG sont généralem",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-007,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 81 (DGR 7.2.2.2, two-type statement), cross-checked against slides 80, 82–84 (importance-of-marking intro, ha",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-008,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slides 97–98 (""Fret ou bagages contaminés""), cross-checked against slides 100–102 (Block 7 reporting duty, a distin",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-009,7.5,FROZEN FR / SOURCE VERIFIED,§2.8.3.1,YES,YES,YES,
Q-7.5-010,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 37 (DGR 2.1), cross-checked against slide 36 (DG-types diagram), slide 38 (DGR 4.2 illustrative table — image",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-011,7.5,FROZEN FR / SOURCE VERIFIED,"§2.3.5.8.4(c), §2.3.5.8.3",YES,YES,YES,
Q-7.5-012,7.5,PARTIALLY CONFIRMED,"§2.8, §2.8.3.1, §2.8.1.1.2, §1.2",YES,YES,NO,"status is PARTIALLY CONFIRMED, not FROZEN"
Q-7.5-013,7.5,FROZEN FR / SOURCE VERIFIED,§2.3.5.8.4(f),YES,YES,YES,
Q-7.5-014,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 92 (dioxyde de carbone solide/glace carbonique, baggage marking requirement), cross-checked against slide 91 ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-015,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 99 (dedicated slide, own content, not shared with 7.1/7.2's merged slide). Per blueprint binding caveat 6, th",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-016,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 102, cross-checked against slides 100–101 (general reporting-duty statement, shared evidence base with 7.1/7.",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-017,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 30 (DGR 1.2.1, ""Applicabilité""), cross-checked against slide 65 (DGR 1.5 training-duty scope, source of one d",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-018,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 33 (worked flammable-liquid/essence example), cross-checked against slides 31–32 (general Risque/Danger defin",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-019,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 63 (DGR 1.3, shipper nine-item responsibility wheel), cross-checked against slide 64 (DGR 1.4, operator eight",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-020,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 71 (DGR 3.0.2, class count/criterion), cross-checked against slide 72 (danger-label pictogram strip for Class",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-021,7.5,FROZEN FR / SOURCE VERIFIED,§6.0.4.2.1(c),YES,YES,YES,
Q-7.5-022,7.5,FROZEN FR / SOURCE VERIFIED,§6.0.3.1,YES,YES,YES,
Q-7.5-023,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 54 (DGR 2.2.4, ""Exemples de DG cachées"" continued list), cross-checked against slide 53 (COMAT's own specific",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-024,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 36 (""Les types de Marchandises dangereuses"" diagram), cross-checked against slide 37 (DGR 2.1's own explosion",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-025,7.5,PARTIALLY CONFIRMED,"§2.8.1, §2.8.1.1.2",YES,YES,NO,"status is PARTIALLY CONFIRMED, not FROZEN"
Q-7.5-026,7.5,STALE CITATION / SOURCE CONFLICT,"§2.5.1, §2.5.1.4), §2.5.2.",YES,YES,NO,"status is STALE CITATION / SOURCE CONFLICT, not FROZEN"
Q-7.5-027,7.5,PARTIALLY CONFIRMED,"§2.5.1, §2.5.1.2, §2.5.1.1",YES,YES,NO,"status is PARTIALLY CONFIRMED, not FROZEN"
Q-7.5-028,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 100 (""Compte rendu accidents et incidents""), cross-checked against slide 101 (same heading, no extractable bo",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-029,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 100 (the same slide as `Q-7.5-028` above, but this item tests the sentence's separate scope-extension clause ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-030,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 15 (Généralités, DGR 1.0), cross-checked against slides 13–14 (Article/Substance, source of one distractor) a",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-031,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slides 13–14 (Généralités, Article/Substance definitions). Corroborated by Practice Q4 (""Définissez les termes suiv",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-032,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 25 (Base Réglementaire), cross-checked against slides 19–22 (SCoETDG→AIEA→OACI→IATA hierarchy, primary eviden",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-033,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 32 (Faire la distinction entre un danger et un risque, hazard-category examples), cross-checked against slide",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-034,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 51 (DGR 2.2, ""MD cachée"" definition), cross-checked against slide 52 (reasons expéditeurs/passagers don't dec",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-035,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 59 (same ""Reconnaissance des MD non déclarées"" heading as `Q-7.5-034`'s slide 51, but this item tests the pre",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-036,7.5,FROZEN FR / SOURCE VERIFIED,§2.0,YES,YES,YES,
Q-7.5-037,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 65 (Rôle et responsabilité, DGR 1.5), cross-checked against slides 63–64 (shipper/ operator responsibility wh",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-038,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 64 (DGR 1.4, operator eight-item responsibility wheel), cross-checked against slide 63 (DGR 1.3, shipper nine",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-039,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 72 (class-name table), cross-checked against slide 71 (DGR 3.0.2, class count/division statement, primary evi",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-040,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 85 (marking criteria intro), cross-checked against slide 86 (UN-mark worked example, primary evidence for `Q-",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-041,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 84 (""Autres étiquettes""), cross-checked against slide 81 (the two-type danger/handling label classification, ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-042,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 93 (Safety Data Sheet definition), cross-checked against slide 94 (title-only slide, no extractable body text",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-043,7.5,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.5 course, slide 95 (Procédures générales, 4-step initial response), independently re-confirmed verbatim in `docs/DGR_STAGE1_F",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.5-044,7.5,FROZEN FR / SOURCE VERIFIED,"§3.9.2.6.0, §2.3.5.8.4(f), §2.5",YES,YES,YES,
Q-7.6-001,7.6,DRAFT — TIER A NOT YET VERIFIED,Tableau 9.3.A,YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-002,7.6,FROZEN FR / SOURCE VERIFIED,§9.3.2.1.3,YES,YES,YES,
Q-7.6-003,7.6,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.3(a),YES,YES,YES,
Q-7.6-004,7.6,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.1(a),YES,YES,YES,
Q-7.6-005,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 82 (DGR 4.2, DG list column structure A–N), cross-checked against slide 81 (""La liste des marchandises danger",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-006,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 64 (DGR 3.0.2, Classe 1 divisions and aircraft-type restrictions). No direct exam/practice hit for this speci",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-007,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 87 (DGR 7.2.2.2, two-type statement), cross-checked against slides 88–90 (handling-label slide, biological/en",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-008,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 90, cross-checked against slide 87 (the base two-type danger/handling structure) and slide 89 (worked chemica",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-009,7.6,PARTIALLY CONFIRMED,"§9.5.1.1, §9.5.1.1.7",YES,YES,NO,"status is PARTIALLY CONFIRMED, not FROZEN"
Q-7.6-010,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 122, cross-checked against slides 115–116 and 119 (captain-notification half of the same sub-task). No direct",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-011,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 134 (DGR 9.6.5-style operator reporting duty). Per blueprint binding caveat 4, this item is dual-tagged to bo",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-012,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 133. No direct exam/practice hit for this specific baggage/person-scope-extension fact; exercise p.132 (UN 29",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-013,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 137, following slide 134's general reporting-duty statement (already the evidence basis for Q-7.6-011). No di",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-014,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 18 (""Généralités"", ""Pourquoi Réglementer?""). No direct exam/practice hit for this specific historical-acciden",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-015,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 36 (DGR 2.1 criteria), cross-checked against slide 38 (DGR 1.2.5 Approvals — the correct answer's own real bu",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-016,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 20 (DGR 1.1, AIEA role), cross-checked against slide 19 (SCoETDG's own scope exclusion) and slides 21–22 (OAC",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-017,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 30 (DGR 1.2.1, this leaf's sole slide — genuinely thin, single-fact evidence, matching the blueprint's own ce",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-018,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 33 (worked danger/risque example), cross-checked against slide 32 (generic chemical/radiation/biological dang",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
